class,tweet
0,"Funny how Rick Scott accuses Charlie Crist of changing his positions on everything. Rick's positions are dictated by corp"
0,"but cant nobody at yall pep rally out jigg me"
0,"the distant chugs at the end of Dried Up remain to be some of the most perfectly heavy guitars ever recorded."
1,"I'm not the type of guy to bitch about how hot it is but it's about to be 11 and I'm still sweating q"
0,"Disturbing feeling pressure from ISIS fanboys, Al Qaeda fanboys resort to celebrating 9/11 to reclaim their Jihadi bona fides"
1,"Why that bitch lookin all in the car, u know her!?"
0,"it totally does. smells like brownies every day i walk to work."
0,"askim5 would you rather drink squirrel pee or Johnny Depp's wig in Charlie and the Chocolate Factory?"
0,"Charlie PLEASE STOP. from 1 ole fart 2 another"
0,"Harlem World trash? Interesting."
1,"Dog I think it's a nigga dyke I was wondering the same Is the person that sing No Flex Zone a male or female?"
0,"Sources say that Charlie Crist is on the phone with Rick Scott as I type this to concede."
1,"If I was stranded on a desert island and I could only bring 1 thing, I would bring Dora. That hoe has everything in that backpack."
0,"I asked to get me pink bunnies one time, so he brought me yellow chicks"
0,"So we are not even two full games into the season, and the fairweather whining is already in full effect? Yankees"
0,"Uncalled for All trash 16. Which one the best?"
1,"die in a car accident then faggot"
0,"lmao I s2g having roots with yellow/white hair makes it look so dirty I'm"
1,"good leave you stupid faggot"
1,"bitches be like, messy bun."
1,"bad ass bitch!"
1,"She be thinking she throwing that pussy back so good and all she doing is throwing ya nut process off"
0,"Soup is so much better when you have enough crackers to crumble in it to make it into a casserole"
1,"When Lil Wayne said Even deaf bitches say Hi to me, she tell a blind bitch and she say I gotta see my headphones ju"
0,"Hey why dont u get involved in black on black situations? Cause hate whitey? B honest now MikeBrown"
1,"I think this nigga retarded G"
1,"Nun but bad bitches link up tonight MansionElan finna go crazy"
0,"NBC News projects Charlie Baker (R) wins Massachusetts Governor."
0,"how could you say such a thing woman?! You have two functioning chest tables to hold your peanut butter and crackers!"
0,"Neonics are deadly to birds like the American Kestrel and bees. Ask to take it off their shelves. EcoWed"
0,"Reports say female victim was shot while waiting for an Oreo McFlurry"
0,"My bf loves crows. Thought he might enjoy the last tweet!"
0,"Yankees Michael Pineda in his next start"
1,"Fuccn yo bitch last night she say you the nigga!"
0,"WashPost Describes Charlie Crist's Bizarre Obsession With Fan Between Legs To Stop Sweat When Asked/Answering Questions! DoG"
1,"Oh bitch you lurkin !? Well bitch I'm TWERKIN"
0,"I just wanted brownies man"
1,"lol man bitch shutup I'm salty lowkey"
0,"They love me at the place I bring my car to I don't know why Spanish men love me sometimes I do look like a guala though Lol"
1,"Females always tryna make a nigga feel bad about some shit like bitch I'ma smoke this weed and be happy all day"
0,"Rudy Throws Fastballs Near Charlies Chin (No Sweat) Crist Ducking Giuliani Campaign Politics In Florida! DoG"
1,"Ill fire that nina like its her first day on the job an the bitch over slept"
1,"You're not the father ! What every Mexican/nigger loves to hear."
0,"Udonis talking some big trash to Lance. LeBron holds him back."
0,"WATCH Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On Distribution Day"
1,"But I need a bad bitch that's hotter than me might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday"
1,"Wack ass hoes"
0,"my pops is from New York. My family is Yankee obsessed. My sister literally cried when she heard he was gonna"
0,"trash"
0,"yea ho"
1,"When bitches say darkskin niggas fuck the best this all I see wo"
1,"What was that knob to get shit back in focus when it started getting fuzzy?"
0,"There is a special time and place for decaf coffee never and in the trash. My family's motto about their java habits."
0,"Statement of the Day Ppl who are even dumber than he is. The ole birds of a feather type of deal."
0,"Charlie Crist wins Democratic primary"
1,"Don't you hate that dumb ass voice that everyone uses when they try to mock something you said?"
0,"Why the eggplant emoji doe?y he say she looked like scream lmao"
0,"Anyone want some absolutely amazing and deliciously fresh perfect monkey bread?"
1,"Col. Sanders, Part 2 and those sons of bitches they dragged it out and extended it and watered it down that Im so goddamn mad!"
0,"Pity parties are trash and I don't throw them ."
0,"now I have to clean up a dead bird and pieces of glass"
0,"Since will be a hoser hi."
0,"Great job by the Yankees giving Brian Cashman a new contract. The haters are just wrong. CC"
1,"whatchu gon do bout it bitch"
0,"Yes. And the . And stalking weird people. SO MANY THINGS. pr20chat"
0,"AskDrMann Is having no amici briefs filed on your behalf kind of like Charlie Brown never, ever getting ANY Valentin"
0,"BTW, Happy Birthday, Charlie! Get better soon!"
1,"High thenna bitch that's y I'm tweeting"
1,"100 mile dead zone radius around Philly gotta go to NY or DC The tri state needs better bitches"
1,"ugly gay nigga bitch fucking peace of shit"
0,"mimi trash lol"
1,"Hoes all on my bandwagon, your bitch gaggin, she jet laggin. A$AP"
1,"You retarded if you say Birdmsn don't go hard."
1,"and 4th my guinea pig will haunt you"
0,"once fag. You got pressed to the ground? hang up your cleats n never put them back on or think about it"
0,"Jihadi-In-Chief Hussein Urges restraint in Fighting Islamic ButchersApparently, we SHOULD be nice to ISIS we might hurt"
1,"Some of these hoes out here for everybody."
0,"egg nog taste like what bird doodoo look like"
1,"Dropped a stack cause bitch I'm ON.- Song called Dope.Download the mixtape here"
1,"S/O To all the hoes waiting up for that goodnight text Bitch please, that nigga don't love you"
0,"highest score on flappy bird, cant be beat"
0,"People who don't put their blinkers on seriously just need to crash into a pole or something moveoutmywaybitch"
0,"Cookies n Cream Oreo Fudge Ice Cream"
0,"This reminds me of another quality video lol. He ain't fittin to front for these peckerwoods!"
0,"really? are my nudes trash?"
0,"bound, gagged, shoved in a trash bin with two bullets in the back of the head. I suspect natural causes. said the world's worst detective."
0,"How can anyone hate Charlie Sheen"
0,"ling ling krunkchip"
1,"Go text your other hoesMe"
1,"Life's a bitch then you die- Tony"
1,"Just smashed a bottle over buzz head because he's a cunt"
1,"Wuw. Am not wun uv ur hoes dnt send mi pics"
0,"Stink should shut his hole and just perform his tricks like a good trained monkey"
0,"Germany's like Next goal has to be a header. Then next goal after that has to be a diving header. Let's play monkey"
1,"Fuck a nigga and a bitch"
0,"I wonder if those fans in LA feel like Charlie Brown after Lucy pulls the ball away JoeyVotto"
1,"Bitches will give their pussy to the whole community but wont give a nigga a piece of gum"
0,"this show trash LongLive Queen Latifah show"
0,"Sonia never criticises Kejriwal. Kejriwal, who trashes every other leader, never criticises Sonia. Touching."
0,"Charlie Crist wins Democratic primary in Florida governor's race, AP projects via"
0,"we have a project that could lead into a military program but requires a full op mock up for testing"
1,"pussy causes wars."
0,"bird hats > every other hat"
0,"women only play casual game like Kim K game and anger bird. They don't play real games, like Male Power Fantasy 2 or Jingoi"
0,"and thots are wearing Uggs ItsFallBecause negros are pulling out their Timbs"
1,"INTERESTING if ur child father aint shit then look in the mirror at the dumb bitch"
0,"That's a very nice jig, Kearney. Now isn't dancing much more fun than bullying?"
0,"this is my female grand champion Jesse. She heard a bird outside."
1,"lol I don't got nothin against nobody witta man. I'm just sayin summa these hoes be lyingggggg"
1,"This nigga think he gone play me shoot dice let yo hoe fade me"
0,"I know u didnt hit that jigga with my fav purse. --no chill!"
1,"Damn this bitch crazy"
1,"There is no cure for Ratchet. It has to run its course in these bitches."
1,"These bitches irritating"
0,"I'm jus a trill nicca mane"
0,"Dawg! Man this about to be another trash Thursday night game"
0,"I would describe s work as blaxican."
0,"Dey wants to rename our main street MLK Blvd. I told dem dat will even scare da colored folks away"
1,"Y'all bitches be popping babies out like it's a sportstop what lol"
1,"You just a Twitter hoe"
1,"If you are nice girls, they will be bitches to you. If you are an asshole, girls will want your dick. womanlogic"
0,"Sir career tho apka waise bhi khatam ho chukka. You have become new Amar Singh so try for publicity Kejr"
0,"HelloBrookland! We're here at the opening! Serving free samples of cider, vegan sliders, brownies!"
0,"I can't take you serious if you wear colored contacts."
1,"come to the Davis show and celebrate with me you retard"
1,"damn your bitch really hoe'n for the F!"
0,"Everytime I see Nelson Agholor make a play I want to puke. Kid should've been a gator. Thanks Charlie Cheeseburger."
0,"NFL Forgetabout they got until February. It's the pennant race. Let's Go Yanks."
0,"Jihadi pop music debates yo, bro, did you hear the latest Abu Yasser hit?, No bro, Im totally an Abu Hajar fan UnderGroundCulture"
0,"What's with that come-at-me-bro bird? Stressful."
1,"if your going to talk shit at least back it up and fight bitch ass nigga i swear u niggas from are fake pussy boy"
1,"alot of these bitches themselves aint shit either birds of a feather flock together"
1,"We know what this hoe gonna do for her bday now cc I plan on it"
0,"Goes into monkey bar to meet swingers*"
1,"What these bitches want from a nigga?, like on some DMX shit"
0,"when kanye said mayonnaise colored benz, i push miracle whips"
1,"Controlled the aux cord the whole two and a half hour drive home and didn't repeat a single song. Bet your boyfriend couldn't do that bitch"
0,"Duchess of Cambridge to present the first yellow jersey TDF"
1,"finished the essay and the quiz bitch"
1,"If only my new local mall wasn't so ghetto"
0,"it always looks so nice! I was gonna buy this yellow one"
1,"bitch get up off me"
0,"Cue the liberal left's Uncle Tom attacks against Tim Scott in 4 3 2 tcot teaparty GOP"
0,"spits out animal cracker*This doesn't even taste like hippo."
0,"i need more beaniesjust ordered two true religion ones lol"
0,"BreakingNews streetart graffiti new mural by duo EtamCru in Rome Italy morning breakfast coffee trash"
0,"When all else fails, blast bare nips"
1,"ima keep on giving these pussy ass niggas ah reason to hate !"
0,"When you try to tell grandpa that 70s music was trash"
0,"feel same way about New England Patriots and New York Yankees. But unlike u, I've worked in Boston and NYC. Texas prison is upgrade"
1,"He may be hustlin but he studied Critical (Race) Theory and my people Holder is getting his revenge. They hate whitey."
1,"You got my name In your mouth but I got your bitch on my dick"
1,"damn! Thot I blocked ur fuzzy butt. Have now."
1,"I make bitches fly like peter pand tho"
1,"in a relationship with the idea of you - girls with trash love lives"
1,"Better keep ya shit n line nicca"
1,"9 times outta 10 a bitch gonna know if she a hoe or not"
1,"1, 2, 3, 4, 5 Im too drunk to walk, lets drive. I got bitches with me all night And the party dont start til the drugs arrive Loaded"
0,"Making brownies"
1,"You can buy bitches/ho's etc tho"
1,"Lmfaoooooo LMFAOOOOOOOPOOOOOO here come yo bitch ass auntie"
0,"I saw the actual tweet while scanning Jihadi accounts. They put a screen shot of it with all aid workers r spies"
1,"This bitch keep playin wit my hair like she dont got her own."
1,"faggot"
1,"I don't understand I don't even fuck with these bitches but I'm so relevant to them though"
1,"just be a hoe then"
1,"Freak hoes"
0,"When twitter rappers dm me their trash links"
